,name,port_id,lat_port,lon_port,iso2,h3_5,h3_5_hexring
127,KAPELLSKÄR,98120,59.71787,19.06685,se,850882bbfffffff,"['850882b3fffffff', '85088287fffffff', '850882a3fffffff', '8508828ffffffff', '85088217fffffff', '850882abfffffff', '850882bbfffffff']"
128,HÖGANÄS,32140,56.2123,12.550249,se,851f23affffffff,"['851f2337fffffff', '851f2edbfffffff', '851f23a3fffffff', '851f2333fffffff', '851f23a7fffffff', '851f23abfffffff', '851f23affffffff']"
129,KLINTEHAMN,9447,57.38342,18.183,se,850896abfffffff,"['850896affffffff', '850896bbfffffff', '850896a3fffffff', '85089617fffffff', '85089607fffffff', '85089633fffffff', '850896abfffffff']"
130,STRÖMSTAD,40421948,58.93,11.166841,se,85099bcffffffff,"['85099bcbfffffff', '85099bc7fffffff', '85099b1bfffffff', '85099b57fffffff', '85099bc3fffffff', '85099b53fffffff', '85099bcffffffff']"
131,STENUNGSUND,211239847,58.0835,11.8165,se,8508b4dbfffffff,"['851f25b3fffffff', '851f2597fffffff', '8508b4c3fffffff', '8508b4cbfffffff', '851f2587fffffff', '8508b4d3fffffff', '8508b4dbfffffff']"
132,STRÅ,95772812,57.88,19.01642,se,8508901bfffffff,"['850890c7fffffff', '850890cffffffff', '85089013fffffff', '8508900bfffffff', '85089057fffffff', '85089003fffffff', '8508901bfffffff']"
133,WALLHAMN,421815,58.017,11.79573,se,8508b4dbfffffff,"['851f25b3fffffff', '851f2597fffffff', '8508b4c3fffffff', '8508b4cbfffffff', '851f2587fffffff', '8508b4d3fffffff', '8508b4dbfffffff']"
134,GRISSLEHAMN,856529,60.110847,18.8167471,se,85088073fffffff,"['85088047fffffff', '85088077fffffff', '85088063fffffff', '8508800ffffffff', '8508800bfffffff', '8508807bfffffff', '85088073fffffff']"
135,RONEHAMN,42326,57.175,18.511,se,8508960ffffffff,"['8508960bfffffff', '8508963bfffffff', '85089607fffffff', '85089673fffffff', '85089603fffffff', '85089677fffffff', '8508960ffffffff']"
136,LÅNGNÄS,4325,60.1128418,20.2976938,fi,8508830bfffffff,"['85088373fffffff', '85088347fffffff', '8508831bfffffff', '85088303fffffff', '8508830ffffffff', '85088357fffffff', '8508830bfffffff']"
137,Parainen,9949,60.3,22.394,fi,85089d0ffffffff,"['85089d0bfffffff', '85089d73fffffff', '85089d3bfffffff', '85089d07fffffff', '85089d77fffffff', '85089d03fffffff', '85089d0ffffffff']"
138,Lappeenranta,75684,61.04925,28.249,fi,85112227fffffff,"['8511222ffffffff', '85112237fffffff', '8511235bfffffff', '851123cbfffffff', '85112353fffffff', '85112223fffffff', '85112227fffffff']"
139,Joutseno,2472356,61.119467,28.467,fi,85112343fffffff,"['8511235bfffffff', '85112347fffffff', '8511234bfffffff', '85112353fffffff', '85112357fffffff', '8511234ffffffff', '85112343fffffff']"
140,Imatra,4621469,61.216047,28.83413,fi,8511234ffffffff,"['851104b7fffffff', '85112347fffffff', '85112343fffffff', '8511234bfffffff', '8511237bfffffff', '851104b3fffffff', '8511234ffffffff']"
141,Ristiina,899872,61.467,27.2833,fi,85112067fffffff,"['8511202bfffffff', '8511239bfffffff', '85112063fffffff', '8511206ffffffff', '85112077fffffff', '85112393fffffff', '85112067fffffff']"
142,Savonlinna,8474812,61.867,28.866,fi,85112337fffffff,"['851123affffffff', '85112327fffffff', '85112edbfffffff', '85112333fffffff', '85112323fffffff', '85112ecbfffffff', '85112337fffffff']"
143,Varkaus,14173,62.3167,27.916724,fi,85112173fffffff,"['85112177fffffff', '85112147fffffff', '85112163fffffff', '8511217bfffffff', '8511210bfffffff', '8511210ffffffff', '85112173fffffff']"
144,Puhos,9246219,62.119,29.9171,fi,85112e4ffffffff,"['85112e7bfffffff', '851105b3fffffff', '85112e43fffffff', '851105b7fffffff', '85112e47fffffff', '85112e4bfffffff', '85112e4ffffffff']"
145,Joensuu,879142,62.583,29.7512,fi,85112e3bfffffff,"['85112e0ffffffff', '85112e23fffffff', '85112e2bfffffff', '85112e07fffffff', '85112e77fffffff', '85112e33fffffff', '85112e3bfffffff']"
146,Kuopio,8020,62.88312,27.68342,fi,85112cdbfffffff,"['85112cd3fffffff', '85112137fffffff', '85112cc3fffffff', '851121a7fffffff', '851121affffffff', '85112ccbfffffff', '85112cdbfffffff']"
147,Siilinjõrvi,1239479821,63.1038,27.75409,fi,85112cd7fffffff,"['85112cd3fffffff', '85112cc3fffffff', '85112c9bfffffff', '85112cc7fffffff', '8508d26ffffffff', '85112c8bfffffff', '85112cd7fffffff']"
148,Eckerö,747712,60.229,19.5421,fi,8508839bfffffff,"['8508806ffffffff', '85088383fffffff', '8508838bfffffff', '850883d7fffffff', '85088393fffffff', '85088067fffffff', '8508839bfffffff']"
149,FÖRBY,9393214,60.101,22.8534,fi,85089d63fffffff,"['85089d73fffffff', '85089d6ffffffff', '85089d77fffffff', '85089d7bfffffff', '85089d67fffffff', '85089d6bfffffff', '85089d63fffffff']"
150,TAALINTEHDAS,9112,60.017,22.50832,fi,85089d47fffffff,"['85089d0bfffffff', '85089d57fffffff', '85089d73fffffff', '85089d43fffffff', '85089d7bfffffff', '85089d4ffffffff', '85089d47fffffff']"
151,MUSSALO,9421815,60.440214,26.75921,fi,851122d7fffffff,"['851122c3fffffff', '851122c7fffffff', '8511228bfffffff', '851122d3fffffff', '8511266ffffffff', '8511229bfffffff', '851122d7fffffff']"
